21:52:05,person,0.9999665
21:52:05,person,0.9999417
21:52:05,person,0.99994457
21:52:06,person,0.99994504
21:52:06,person,0.9999343
21:52:06,person,0.9999187
21:52:06,person,0.99993503
21:52:06,person,0.99994004
21:52:06,person,0.99994695
21:52:06,person,0.9999547
21:52:06,person,0.9999509
21:52:06,person,0.9998996
21:52:06,person,0.99993706
21:52:06,person,0.9998983
21:52:06,person,0.9998876
21:52:06,person,0.9999248
21:52:06,person,0.9999037
21:52:06,person,0.9998605
21:52:06,person,0.99992573
21:52:06,person,0.9999207
21:52:06,person,0.9999211
21:52:06,person,0.99990106
21:52:06,person,0.9998778
21:52:06,person,0.99988484
21:52:06,person,0.99981505
21:52:06,person,0.9999076
21:52:06,person,0.99983835
21:52:06,person,0.9999193
21:52:06,person,0.9999167
21:52:07,person,0.99992335
21:52:07,person,0.9999136
21:52:07,person,0.9999174
21:52:07,person,0.99985063
21:52:07,person,0.9999281
21:52:07,person,0.99987185
21:52:07,person,0.99983406
21:52:07,person,0.9998975
21:52:07,person,0.9999043
21:52:07,person,0.9999238
21:52:07,person,0.9999323
21:52:07,person,0.999905
21:52:07,person,0.999866
21:52:07,person,0.99988663
21:52:07,person,0.9999008
21:52:07,person,0.9998528
21:52:07,person,0.9998871
21:52:07,person,0.99991894
21:52:07,person,0.99987316
21:52:07,person,0.99994695
21:52:07,person,0.9998517
21:52:07,person,0.99985635
21:52:07,person,0.9999032
21:52:07,person,0.99982065
21:52:07,person,0.9998412
21:52:07,person,0.99986994
21:52:07,person,0.9998821
21:52:07,person,0.9997304
21:52:08,person,0.99984074
21:52:08,person,0.9999182
21:52:08,person,0.9999031
21:52:08,person,0.9998895
21:52:08,person,0.99983454
21:52:08,person,0.99989367
21:52:08,person,0.9999124
21:52:08,person,0.99989104
21:52:08,person,0.9998902
21:52:08,person,0.99990237
21:52:08,person,0.999936
21:52:08,person,0.99995565
21:52:08,person,0.9999411
21:52:08,person,0.99996245
21:52:08,person,0.99996376
21:52:08,person,0.99993503
21:52:08,person,0.99996114
21:52:08,person,0.999944
21:52:08,person,0.9999306
21:52:08,person,0.999962
21:52:08,person,0.9999341
21:52:08,person,0.99995506
21:52:08,person,0.99992585
21:52:08,person,0.99991167
21:52:08,person,0.99992156
21:52:08,person,0.9999466
21:52:08,person,0.999943
21:52:08,person,0.9999522
21:52:08,person,0.99997354
21:52:08,person,0.9998971
21:52:09,person,0.99993217
21:52:09,person,0.9999305
21:52:09,person,0.9999093
21:52:09,person,0.9999186
21:52:09,person,0.99995697
21:52:09,person,0.9999263
21:52:09,person,0.99992573
21:52:09,person,0.99995136
21:52:09,person,0.9999577
21:52:09,person,0.99996746
21:52:09,person,0.9999558
21:52:09,person,0.9999442
21:52:09,person,0.9999653
21:52:09,person,0.99996924
21:52:09,person,0.99996924
21:52:09,person,0.99992335
21:52:09,person,0.9999498
21:52:09,person,0.99994123
21:52:09,person,0.99994075
21:52:09,person,0.9999517
21:52:09,person,0.9999703
21:52:09,person,0.9999547
21:52:09,person,0.99992454
21:52:09,person,0.9998872
21:52:09,person,0.999943
21:52:09,person,0.99995434
21:52:09,person,0.99997234
21:52:09,person,0.99994206
21:52:09,person,0.9999286
21:52:09,person,0.9999478
21:52:10,person,0.9999485
21:52:10,person,0.99996424
21:52:10,person,0.9999219
21:52:10,person,0.9999393
21:52:10,person,0.99995816
21:52:10,person,0.99990547
21:52:10,person,0.9999188
21:52:10,person,0.9999155
21:52:10,person,0.99989235
21:52:10,person,0.9999329
21:52:10,person,0.9998822
21:52:10,person,0.99989426
